,text,label
35,sesuai dengan gambar dan ok trims,Happy
36,defect dikit di ujungnya tp gpp,Happy
37,pesanan diproses sangat lama,Sadness
38,Barang pecah dan rusak saat diterima,Fear
39,dipenjualan tertulis obeng magnet bohong obengnya ga magnet sama sekali akan sengit untuk yang baru melancarkan jika tidak hidup perlengkapan yang lengkap parah,Sadness
40,"Deskripsi diameter depan kandidat salah, sehingga tidak cocok dengan lensa atau lensa",Sadness
41,Jahitan rapi Modelnya cantik Nyaman dipakai Bahannya adem Tidak menerawang,Love
42,mantap langsung sampai,Happy
43,packing rapi n aman produk sesuai pesanan seller responsif utk rasa dendeng ny blm dicoba ya saja enak Thanks,Happy
44,sangat istimewa sekali,Love
45,tidak bisa upload atau transfer file dari komputer ke player padalhan sudah gonti usb cable pelajaran yg termulia dan sudah update usb drive nya ternyata harus beli external memory card awalnya tertulis internal,Sadness
46,Packaging baik Barang utuh dan sudah dikirim ke anggoto keluarga isoman Semoga membantu pemulihan Sering promo ya real food Sukses selalu,Happy
47,Itu tidak dapat digunakan dengan tali krng panjang,Sadness
48,Barang sdh diterima dlm kondisi baik packing bagus rapi pengiriman cepat mksh,Happy
49,barang tidak sesuai gambar payah,Anger
50,bubel tidak diberikan meskipun ud atc,Fear
51,Packing tidak sesuai deskripsi Kardussss bekassssss,Anger
52,sudah memesan harga murah kemasan super aman tidak pernah rusak saya telah menerimanya,Love
53,salah kirim bawaan dan sudah dibantu bisa retur namun setelah retur ternyata bawaan yg dikirim usang retak bobot dalam eye shadow nya ini menunggu utk retur kembali semoga dapat dibantu utk bisa retur kembali,Fear
54,barang di terima banyak yg bocor keluar dan banyak yg tren barang tidak padu deskripsi,Sadness
55,lidah kerudung kelebaran,Sadness
56,nympe panjang,Anger
57,Penjual gak jujur Respon kebanyakan BOT,Anger
58,Penjual kurang teliti memberi saran kpd Pembeli Hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya Minta Nomor diembose pun sdh tercatat tapi Penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed MENGECEWAKAN Saya ga bisa ksh Foto krn ada Nama nya tercetak,Sadness
59,"Celana yang tidak memasuki kaki anak saya, meskipun pesannya menaikkan ukurannya",Sadness
60,Respon cepat barang original terbaik recomended packing baik Sukses selalu ya,Love
61,Dimsum setia menemani dengan kehangatan di saat Musim gigitannya Mak,Love
62,kurma matang sempurna mantap pokoknya pas buat anak kecil atau pun orang tua sukses dan smoga berkah gan aamiinn,Happy
63,Kecewa berat Kardus rusak padahal untuk kado,Sadness
64,build quality kurang ok,Sadness
65,bahannya enak,Happy
66,Pelayanan toko jelek proses barang lambat di chat tidak menjawab barang,Anger
67,Belanja harus tidak jelas sangat kecewa karena berbelanja kali ini,Fear
68,Barang kaku jelek yang sangat jelek tidak elastis tidak sesuai dengan harga saya sangat kecewa untuk tidak membeli ini di sini lagi,Sadness
69,Toko yang tidak rekomended Pelayanan pengiriman tidak sesuai kenyataan yg tertulis di deskripsi Dan terdapat barang yg kurang malah tidak di kirim lebih memilih kembalikan dana pembeli,Fear
70,Mantap jiwo Thx Gan product sudah saya terima dengan baik sukses slalu,Love
71,Perlu hampir minggu buat packing dengan alasan overload MINGGU LOH MINGGUUUUU,Anger
72,"Menjual Jujur, Bro, Item tidak cocok dengan gambar item yang saya gunakan untuk membeli sesuai dengan gambar pada tampilan ini, saya memesan bahwa ternyata di bawah harapan saya gambar yang tepat adalah item asli sesuai dengan tampilan",Sadness
73,produk tidak layak dimakan sudah jamuran beberapa pcs padahal kolom expired date masih bulan lagi asan di qc ulang semua produk makanannya agar layak dimakan konsumen,Fear
74,Kotak itu hanyalah penutup yang buruk,Anger
75,kecewa krn pd saat brg tsb sampai kami tdk ada dirmh dan oleh kurir paketnya dilempar yg mengakibatkan bodi wajan tsb penyok,Sadness
76,"Isinya mirip dengan air hanya untuk menggunakan ban dalam keluhan juga, tidak ada jawaban",Anger
77,kurang memuaskan dalam pengiriman,Sadness
78,jelek jelek jelek jelek jelek kopi tetap kopi,Sadness
79,mantap bagus dan teba,Happy
80,pengemasan perlu ditingkatkan,Sadness
81,Harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia Kok bisa harganya lebih mahal ya Di struk beda jauh harganya,Fear
82,sangat keren yang sangat disukai anak saya,Love
83,baik tidak pernah mengecewakan bahwa pengepakan benar -benar aman sekarang,Love
84,packing sangat kacau hanya bubble wrap tipis sehingga koper rusak,Sadness
85,makasih ka barang ok,Happy
86,BArang nya rusak yah ada harga ada kualitas,Sadness
87,barang sesuai foto kualitas lumayan sesuai harga sejauh ini oke lah kalo brgtuu sukses selalu,Happy
88,barang sepikiran deskripsi pengiriman kunjung,Love
89,jumlah barang yang dipesan dan barang yang sampai tidak sesuai,Fear
90,pengiriman aman dan lmyn cepat barang diterima jg bagus,Happy
91,pesen playdogh dikirim cuma pesen stamp tp ga dikirim padahal byr full ga ada cfm sama sekali sangat ga rekomended tokonya pembebasan sy ksh bintang lain anak sungai hrs lebih amanah kl jual,Fear
92,Bos yang hebat,Love
93,bahannya tipis bgt dipake panas sablonan juga jelek,Anger
94,"Roda baru sampai mereka mencapai perintah perbaikan di Tokopedia, penutupnya robek bahkan ok bahkan dsini",Anger
95,bubur,Anger
96,Yg dipesan yg dtg barangnya beda ga ada konfirmasi mau retur juga mahal di ongkos Sudah lah,Fear
97,pelanggan,Love
98,Kecewa sekali masa sekelas P G packingnya kayak gini cuma dilapisi plastik bening udah tau pembalut wanita yang sifatnya privasi pengirimannya juga lama,Sadness
99,beli pcs tapi yang rusak,Fear
100,Lebih baik untuk toko lain,Fear
101,Desainnya cantik Warnanya cantik Kualitas produk bagus,Happy
102,good seller ramah dan proses cepat,Happy
103,mantab barang nya oke punya,Happy
104,Produk sgt biasa jauh bgt bedanya sm foto dgn realnya pknya resleting biasa bahan kasar,Fear
105,"Ini adalah perampokan, tidak sesuai dengan deskripsi dan ekstensi",Anger
106,"Pujian untuk barang, untuk barang, sangat berguna, saya telah sering membeli pesanan dalam proses ini",Love
107,pengiriman cepat berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake,Fear
108,gimbal yang sangat cocok utk Iphone dan HP flagship yang sudah memiliki stabilisasi bagus sehingga gimbal ini hanya penambah support supaya lbh stabil samsung note berfungsi dengan baik dengan catatan tdk boleh menggunakan casing jika mau menggunakan casing maka bantalan pad nya harus dilepas bs dilihat pada foto fungsi zoom berfungsi dengan baik fungsi mode video ke kamera juga berfungsi dengan baik ganti kamera depan dg belakang juga berfungsi dengan baik cuma jika menggunakan HP murah seperti xiaomi note gambarnya lebih goyang ketimbang pake HP flagship stabilisasi ketika tongkat tongsis dipanjangkan tidak direkomendasikan kalau digunakan sambil berjalan hasilnya tidak terlalu stabil bahkan jika tongsisnya dimajukan saja hasilnya sudah ga bgt stabil,Happy
109,pesen dikirim,Fear
110,barang sampai dengan selamat cuman packing aja yg kurang nambah buble tapi buble nya dikit banget sama aja kaya packing biasa,Fear
111,datang barang bagian samping agak bonyok dan terbuka pas bongkar beberapa sekat ada yg terkelupas terkena gesekan entah karena apa ada juga satu sekat yang tidak rapi pada bagian press resin nya untuk sekat bagian depannya ada yg penyok pada bagian resinnya semoga kedepannya bisa di check lagi quality controlnya di tingkatkan,Fear
112,pesan sdh mints tolong dikirimkan dgn nota dan di iyakan penjual namun pesan juga Nota tidak di berikan,Fear
113,Teksturnya keras Hasilnya tebal Gampang dipakai Gampang Packaging aman Proses pesanan cepat,Happy
114,udah langgganan banget belanja imboost disini semoga laris manis jualannya ya kak terima kasih,Love
115,Seller kurang komunikatif saya pesan warna biru tapi dikirim warna pink dan tanpa pemberitahuan sebelumnya Karena saya beli untuk kado jadi tidak utk digunakan sendiri Mohon kedepannya diperbaiki,Fear
116,Proses dan pengiriman lama gak recomended buat yg ingin cepat dapat vitamin di masa pandemic kaya skrg,Fear
117,Tidak sesuai dengan apa yang telah ditarik,Fear
118,Istimewa Ane akan langganan trus ama toko Agan Barang ber kualitas Packing juga di perhatikan keamanan nya Barang Tidak ada kerusakan dalam bentuk apapun,Love
119,pesennya tosca yg datang ungu hehehe tp soal produk tdk diragukan lg memuaskan Kualitas Product Bagus,Happy
120,admin ga niat kerja komplain tidak berpisah sudah minta bintang ya sudah beri bintang kasihan bosnya punya karyawan yg tidak ada empati sama komplain tidak pernah update perkembangan komplain,Sadness
121,Barang Sampai tapi banyak yang tergores dan penyok di penyangga nya,Fear
122,Baterai yang boros,Sadness
123,sial gak ada wangi wangi nya sama sekali gak ada sama sekali biji kopinya GAK SESUAI JUDUL BIJI KOPI kecewa banget pantesan murah kita cuma dikasih sampah penipu,Anger
124,"Untuk produk laba, itu bagus untuk paket yang sangat buruk, dapat dikatakan bahwa itu tidak mungkin dan kotak itu digunakan agak",Fear
125,Brg berfungsi dg baik walau terkendala diawal cara stlah jam mncba akhirnya awet,Happy
126,saat diterima tutup wajan ad yg bermasalah dan di wajannya ad goresan bermasalahnya bukan krn proses pengiriman tapi emang dari sononya cacat kecewa dengan respon penjual yang bilang goresannya g masalah Padahal saya kan beli baru beli wajan anti gores malah terima yang bergores dan kualitas bermasalah lgs ajukan komplain sdh terima wajannya lagi yang tidak gores cuma tetep bbrp yg mengecewakan kecewa jadi lama dan saya harus repot ngurus pengembalian barangnya kalau mw jual yang diskon jangan kasih yang kualitasnya g bagus atau sampaikan aja produknya ad bbrp bermasalah makanya dikasih diskon resiko beli online semoga awet,Sadness
127,ga bisa nyala suaranya,Sadness
128,barang setara diskripsi indra peraba muka jd bersih lembut halus rekomen bwt cowok mantabs,Love
129,Paket sudah sampai dengan selamat pertahankan kualitas pelayanan dan harganya thanks seller dan tokped,Happy
130,Barang udah sampai dan diterima sesuai pesanan top markotop gan mantap lah pkk nya gan thx u gan,Happy
131,Fast respon next bakal order lagi disini thank,Love
132,Hanya bisa di putar sebelah dan baut gampang kalah sama obeng,Fear
133,Barang sesuai Terima kasih,Happy
134,pengiriman cepat packing rapi dan aman jumlah sesuai dgn yg diorder terimakasih seller,Happy
135,Tidak ada gunanya ATC ini masih hanya gelembung,Anger
136,sprti barang bekas,Anger
137,Apa arah yang dikirim,Anger
138,Pengiriman laptop dr toko tidak dicek dahulu laptop yg dikasih ke pembeli layar pecah kerdus rusak padahal packingan tidak ada yg rusak menghabiskan waktu saja buat klaim ke tokpedia berminggu minggu baru berhasil klaim ke pihak asuransi Ternyata toko yg sudah verified tidak menjamin Pelayanan toko ini buruk respon cepat saat awal beli aja saat dikomplen sangat lama waktu tidak mau tanggung jawab padahal jelas komplainan langsung dihari berikutny setelah paket dibuka yg seharusny bisa langsung tuker unit langsung dr toko Trus Apa gunany ditulis di Deskripsi Garansi toko hari Cukup terakhir beli disini thanks,Fear
139,padahal yg diminta dino sama unicorn mlh yg dtg mickey mouse anak saya kecewa loh mba,Sadness
140,Cakep bangetttt mulus sesuai ekspektasi Thank ya,Love
141,jika saya pake satu berperan dengan baik tapi jika pakai dua duamya sering kepencet sendiri,Fear
142,Seorang Suriah harus memberikan bintang karena pengirimannya salah sampai dikirim lagi di departemen pengiriman,Sadness
143,bad admin opportunity lost mau tambah pesanan tp diabaikan admin harusnya jd minat untuk tata usaha wingsfood,Fear
144,mantab sesuai pesanan respon cukup sigap dan cukup informatif package rapih aman kondisi barang bagus segel sempat kendala gosend error jd baru besoknya hari sabtu di proses sigap bantu proses cepat akhirnya bs diantar sabtu juga thanks,Happy
145,referensi sangka kren tapi kecewa di batre senternya hnya bertahan skitar jam aja,Sadness
146,bahan adem tapi tipis sekali terawang klo dipakai sesuai dg harga lah Bahannya adem,Happy
147,"Sangat cinta, terima kasih, adikku",Love
148,pelayanan tokonya sampah,Anger
149,tidak sesuai dengan gambar kardus kayu saja,Anger
150,Aplikasi banyak yang gak bisa kebuka Cm bs youtube aja Wirelles keyboard arah atas back dan angka tidak bisa Kecewa tidak dilakukan pengecekan dlu sebelum dikirim Niat mau nonton bein jadi tidak bisa Remote mi boxnya jg tdk bisa,Sadness
151,kendaraan menjadi kinclong kembali mantap kendaraan menjadi kinclong kembali mantap suka cita betul-betul ada home servicenya suka cita betul-betul bisa di pasangin di bengkelnya,Love
152,"Ketika yang pertama datang, item itu tidak berfungsi lagi, akhirnya saya bisa berfungsi dengan baik, transaksi langsung yang saya klik selesai tetapi hari berikutnya ternyata kesalahannya lagi sampai sekarang sebenarnya di sisi penjual tidak ada masalah pertanyaannya adalah pertanyaannya Dijawab dengan benar hanya kesalahan produk setlh yang diklik, tidak yakin itu juga bisa dikembalikan paksa tinjauan yang diedit untuk menjadi bintang jadi kembali menggunakan model kabel",Fear
153,barang gak datang ini penipuan,Fear
154,asli bagus bgt,Love
155,"Sepatu, elemennya sangat baik, semua pengemasan yang aman sesuai dengan permintaannya mirip dengan vermicelli yang lezat, terutama jika ada variabel luxa Singapura",Love
156,"Janjinya untuk mendapatkan kaleng kecil dan kaleng besar tetapi orang yang datang adalah kaleng kecil, sangat kecewa",Sadness
157,salah kirim barang dan sudah dibantu bisa retur namun setelah retur ternyata barang yg dikirim rusak retak isi dalam eye shadow nya ini menunggu utk retur kembali semoga dapat dibantu utk bisa retur kembali,Fear
158,mainannya normal nian,Love
159,bahannya kelihatan murah,Fear
160,suaranya jernih tp kurang keras dan casnya gk berfungsi tp gpp sy punya cas sndri Proses pesanan cepat Packaging aman Packaging rapi,Happy
161,Produk Sesuai,Happy
162,Bagus barangnya cocok untuk latihan sticking ini untuk anak saya,Happy
163,respon cepat sangat memuaskan,Love
164,LANGGANAN,Love
165,seller responsif dlm mengupdate status pesanan packing produk rapi essential oilnya pure dari aromanya,Happy
166,Bukunya asli atau ga sih Kok kualitas kertas jelek ga berwarna lalu ucapan terimakasihnya masa disecarik kertas kecil terpisah gitu ga dijilid bersamaan Delivery ok bgt cepat sampai respon penjual cepat Hanya kecewa dengan kualitas barangnya saja dengan harga segitu kualitas jelek,Fear
167,udah pesen pke dus gak ada dus nya mending gak udah pke dus dah,Anger
168,"Toko adalah barang yang buruk, meminta konsumen, Anda tidak perlu menjadi penjual jika gelembung itu dibebankan kepada pembeli",Anger
169,Kualitas buruk sekali isi juga tidak penuh Sudah lapis juga tetap saja tidak merata hasilnya kami jadi rugi bayar ongkos tukang Lebih baik beli cat merk lain saja deh harga memang tidak pernah bohong,Sadness
170,Produk tidak berfungsi baik toko gak amanah malah pembeli disuruh balikkin produk lagi buang ongkir aza Toko gak baik Jangan beli disini,Fear
171,masker cocok untuk aktivitas,Happy
172,minta warna hitam doff malah dikirim warna warni semua tanpa konfirmasi,Sadness
173,Ga suka barangnya,Sadness
174,Tepat waktu harga cukup bersahabat masih dpt bonus jg,Happy
175,sangat kecewa barang rejectan di jual pelayanan sangat buruk kya ga butuh uang respon buruk barang ga ada bisa konfirmasi dlu gak asal kirim yg dibeli apa yg dikirim apa,Sadness
176,toko ini gimana mau pakai di beri udah mau mati kaum kali jg bener jualan,Fear
177,full Proses pesanan cepat Packaging aman Awet buat seharian,Happy
178,"Barangnya bagus, pengirimannya hanya kekurangan yang satu ini, yang terlalu bagus dan ramah dan bahkan pengiriman pada minggu ini dilakukan oleh Tuhan memberkati sehat dan sukses selalu terima kasih",Love
179,Mantabbb hal -hal yang baik dan Dahhh topp,Love
180,Paking barangnya kurang bagus nyampe barang adaptor didalam udah sekarang belum bisa dicoba,Sadness
181,"Elemen yang dikirim harus diperiksa terlebih dahulu, konsumen tidak membayar nama yang tidak membebaskan sekrup sungai di sebelah penutup penahan bahwa tidak ada penutup penutup sehingga dihapus jika Anda menggunakannya",Anger
182,Respon dan pengiriman cepat prduk ok harga juga relatif thx ya,Happy
183,barangnya ga dikirim sampai hari ini,Fear
184,belom bulan udah gak nyala baterai udah diganti tetap saja gak nyala kecewa udah di kerjain logitech,Sadness
185,Tidak menerawang Mudah dibentuk Jahitan rapi Bahannya adem Nyaman dipakai Modelnya cantik Warnanya cantik,Love
186,rusak,Anger
187,"Untuk bahan lain bahannya bagus tetapi untuk penutup lubang sangat besar, mudah untuk menarik sekolah menengah",Fear
188,toko terbodoh yang pernah ada packing ancur tidak di packing sama sekali barang rusak pesanan tidak sesuai tujuan saya membeli di toko bodoh ini adalah membeli usb mini fan sebelum order tanya apakah barang ini ready toko menjawab ready hasilnya sero sampe di rumah di selipin uang refund usb mini fan tersebut klk barang keleluasaan cancel aja tolol saya asan para customer berpikir berkali kali untuk belanja di toko tolol ini dari pada kecewa setelah membeli nya terimakasih,Anger
189,penjual ok barang nya bagus dan kurirnya pun juara mantap deh sukses terus ya kaaa,Love
190,Hasil potongan produk tidak rapih Kancing pengait tidak pas Latar background kekecilan Batok charger lampu cepat panas mengakibatkan lampunya setelah pemakaian menit,Sadness
191,barang bagus meskipun agak panas,Happy
192,Tidak menerawang Jahitan rapi Mudah dibentuk Warnanya cantik Nyaman dipakai,Happy
193,pesan kurir instan posisi rumah saya di bintaro jaksel kurirnya malah kearah bekasi penjual bilang tukang gojeknya ambil jalan alternatif helllooowwww begitu kurirnya ojek online sampe rumah katanya nganterin orang tuanya ke tukang urut bantu lah lain anak sungai penjual pastikan kalo barang langsung diantar oleh kurir yg ambil apalagj kurir instan jangan lepas tangan saya pesan kurir instan untuk menjaga kualitas makanan terjaga ini barang sampai rumah seal sudah tidak rapat,Anger
194,auhh bgt sma yg gambar pngguna baru dpt grtisan eh dpt nya daster loak lucu tokped apa toko nya nih gak mau rugi gak smpet foto sya ksihkan sma nenek dah,Anger
195,Barang rusak ga bisa nyala sama sekali sebaiknya di coba dulu sebelum dikirim,Anger
196,barang sesuai pesanan paking standar bagus pengiriman cepat sampai TKS gan,Happy
197,beda sma yg di gambar pdahal udh pernh pesen skali di sni,Sadness
198,barang sesuai dan pengiriman cepat,Happy
199,beli SSD diterima dalam kondisi rusak,Sadness
200,Ini sangat cepat sampai paketnya adalah bahan satin yang bagus dan bagus,Love
201,Item tersebut kurang membeli barang yang datang,Fear
202,kainnya adem lembut tipis nyaman lah klo buat tidur terimakasih,Happy
203,jumlahnya sedang pcs buat ngiket rambut juga sedang ga kekencengan cuma ya kalo boleh saran tambahin bubble wrap semoga lebih safety pouch nya kegunting jadinya pengemasan juga agak lama,Fear
204,keren barang kirimannya,Love
205,Respon Seller CUKUP BAIK Proses Pengiriman BAIK Kurir Pengiriman CEPAT Produk untuk stock semoga cocok pakai,Happy
206,packing nya cegak bngt pengan-taran cepat kurirnya jg ramah recommended,Love
207,M,Love
208,produk nya bagus sesuai deskripsi,Happy
209,sangat amat buruk mereka yg blg exp nya tapi yang datang malah bulan sekelas Unilever begini toh ternyata mereka suruh refund kalau barangnya udh sampe baru ongkir nya di ganti apakah kalian bisa ganti waktu yg kebuang untuk nunggu paket itu packingnya lagi anter nya lagi g kerjaan ya semoga Unilever yg amat besar ini sadar diri akan kesalahan nya dan kelalaiannya dan tolong jangan menyusahkan pembeli saya beli bukan gratisan,Anger
210,Pengirimannya sih cepat tapi barangnya bruntusan gitu Teman saya juga beli drum pad bahan karet dari malang tapi alus kok ini yg saya beli malah bruntusan begitu Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan Tdk sesuai foto yg di pajang oleh penjual,Fear
211,"Penjualan obeng magnetik bukanlah obeng magnetik, tidak akan sulit untuk yang baru di yang baru jika tidak hidup dengan alat lengkap yang parah",Sadness
212,"Jual bagaimana saya tidak menjual toko, saudara",Anger
213,Dengan harga segini barang yg didapat cukup memuaskan,Happy
214,Udah punya botol dan refill beli lagi biar dpt botol baru yg ada sticker dermatologically tested nya,Love
215,"Benar -benar seperti slamnya bonus cepat byk, semoga penjual akan lebih sukses",Love
216,Bahannya kurang bagus biasa aja,Sadness
217,XXL nya kekecilan,Fear
218,Love product bagus Worth Thank,Love
219,saya beli barang sampai tujuan dan sangat memuaskan,Happy
220,Bahan tebal Barang Sesuai Deskripsi pengiriman cepat,Happy
221,respon admin oke ekspedisi kurir aman packing ergonomis dan selamat sampai tujuan Minus tidak ada perbandingan barang sesuai foto testi saya Harga dan barang sesuai dan baterai normal ya gan,Happy
222,barang sangat bagus pengiriman baik Smg awett,Happy
223,Barang bagus dan sesuai,Happy
224,respon seller lambat hari dl baru barang dikirim,Fear
225,kurang bagus kurang pas sama fotonya,Sadness
226,"Elemennya bagus, tetapi buku ini sangat mahal dan mungkin sedikit berkurang",Love
227,mantab bahannya tenang ukuran sesuai modelnya mujur warnanya mujur jahitan rapi tidak menerawang,Love
228,ga ngerti konsepnya gimana cukup dibuka pensilnya infinit patah gini hadeh,Anger
229,negative bgt botol nya jadi gak praktis gitu berilmu bocor jegang review emang masalahnya di botol ehh ternyata bener paraaaah sih menurut aku botolnya oil nya lumayan lah,Sadness
230,Recommended seller fast respons kualitas barang cukup harga terimakasih,Happy
231,sorry cuma kasih bintang sebetulnya mau bintang tp aku tambah krn respon adminnya yg ramah sm cepat Sengaja beli di official shop berharap cepat karena mau buat kado temen tp malah bikin kecewa karena salah kirim novel jadi retur makan proses jd gagal buat kado Yah know maybe human error cuma aku cm pesen satu dan salah semoga lebih teliti lagi kedepannya yamin,Sadness
232,timernya kurang tepat,Sadness
233,sebenernya kualitasnya oke sih tp nggak bisa masuk ke kamera yg biasanya pake phantom power,Sadness
234,"Pengiriman cepat, tetapi tidak persis saat mengirim lensa makro, saya baru saja mendapatkan mata ikan dan sudut lebar, meskipun lensa makro yang ingin saya verifikasi terlebih dahulu sebelum mengirimkannya dengan sedikit kekecewaan",Sadness
235,Berat barang di deskripsi Padahal berat asli barang dari kurir saat diterima cuma Jadi ongkir sangat mahal dari kenyataan dan harus mengajukan komplain dll untuk bisa dapat refund ongkir Merepotkan,Anger
236,bahannya enak lembut ada gel di dalamnya talinya bisa diatur dan gk mengganggu pas tidur packing rapih pengiriman cepat langsung proses ketika jam kerja respon seller juga cepat dan ramah,Happy
237,Roti keras,Anger
238,"Bahan produk yang direkomendasikan dari rumah nyaman menurut penjual murah dari penjual, banyak pemulihan tunai dapat diklarifikasi untuk menghubungkan uang untuk memperlakukan pengiriman gratis untuk berbelanja, tentu saja baik, yah, inilah poinnya kali ini. Terima kasih telah banyak mendengarkan ulasannya dan saya mengucapkan terima kasih banyak",Love
239,ternyata stick ga dikirim pake dus nya kyk beli barang bekas ga sesuai deskripsi,Fear
240,Kualitas bahan bagus Nyaman dipakai Jahitannya rapi Ukuran sesuai Warnanya cantik Bahannya lembut Bahannya adem Tidak menerawang Bahan menyerap keringat,Happy
241,Baru diple ps mau buka cantelannya patah,Sadness
242,Produk tidak bagus,Sadness
243,Uda di noted tulung di cek baik baik Mungkin drivernya kali ya yg patahin j hook PATAH rusak kyk keteken kucel mirip duit lama Pdhal pembelian pertama memuaskan knpa yg kedua begini Lain x tulung di cek lebih teliti lagi yah,Fear
244,pesanan segera adalah posisi rumah di bentaru selatan jakarta bahkan menuju bekasi penjual mengatakan bahwa pengemudi gojek mengambil jalan alternatif hellowwww karena surat cepat adalah tarif untuk sepeda motor melalui internet hingga dikatakan bahwa rumah itu dibutuhkan rumah itu dibutuhkan ras tuanya ke penjual tolong lain anak sungai penjual akan memastikan bahwa barang dikirim langsung melalui surat cepat yang mengambil akhirnya bukan,Anger
245,Bahan -bahan yang bagus berukuran keren menurut model warna yang indah jahitan rapi yang indah tidak melamun,Love
246,kecewa banget barang lecet dan ada noda di sampul depan belakang pengiriman lama banget pake kurir antaraja hih buat adminnya kalo barang jelek gini jangan dikirim jadi malas mo baca bukunya,Sadness
247,Saya pesan yg bentuk ikan dikirim yg donat kucing pada mencret,Fear
248,trima kasih respon cepat barang sampai dgn selamat,Happy
249,buntut kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang ahsan,Sadness
